--------- beginning of main
02-17 07:49:28.919  7746  7746 D InsetsController: show(ime())
02-17 07:49:28.919  7746  7746 I ImeTracker: com.termux:6719c352: onCancelled at PHASE_CLIENT_REPORT_REQUESTED_VISIBLE_TYPES
02-17 07:49:28.924  7746  7746 D ImeBackDispatcher: Register received callback id=131072203 priority=0
02-17 07:49:28.924  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): ImeOnBackInvokedCallback@131072203 Callback=android.window.IOnBackInvokedCallback$Stub$Proxy@990eb71
02-17 07:49:28.947  7746  7746 I ImeTracker: system_server:16973631: onShown
02-17 07:49:29.135  7746  7746 I ImeTracker: com.termux:741c9861: onRequestShow at ORIGIN_CLIENT reason SHOW_SOFT_INPUT fromUser false
02-17 07:49:29.135  7746  7746 D InsetsController: show(ime())
02-17 07:49:29.135  7746  7746 I ImeTracker: com.termux:741c9861: onCancelled at PHASE_CLIENT_APPLY_ANIMATION
02-17 07:49:33.619 26520 26520 E iostack : irqs = 773929, self-block = 0
02-17 07:49:33.844  7746  7894 D BufferPoolAccessor2.0: evictor expired: 1, evicted: 0
02-17 07:49:34.844  7746  7894 D BufferPoolAccessor2.0: evictor expired: 1, evicted: 1
02-17 07:49:43.858 26520 26520 E iostack : irqs = 773950, self-block = 0
02-17 07:49:54.101 26520 26520 E iostack : irqs = 774428, self-block = 0
02-17 07:49:56.959  7746  7746 I ImeTracker: com.termux:34b2f6b5: onRequestShow at ORIGIN_CLIENT reason SHOW_SOFT_INPUT fromUser false
02-17 07:49:56.960  7746  7746 D InsetsController: show(ime())
02-17 07:49:56.960  7746  7746 I ImeTracker: com.termux:34b2f6b5: onCancelled at PHASE_CLIENT_APPLY_ANIMATION
02-17 07:50:04.339 26520 26520 E iostack : irqs = 774727, self-block = 0
02-17 07:50:14.580 26520 26520 E iostack : irqs = 775018, self-block = 0
02-17 07:50:24.592  7746  7746 W Choreographer: Frame time is 0.023863 ms in the future!  Check that graphics HAL is generating vsync timestamps using the correct timebase.
02-17 07:50:24.819 26520 26520 E iostack : irqs = 775018, self-block = 0
02-17 07:50:27.349  7746  7746 W Choreographer: Frame time is 0.012853 ms in the future!  Check that graphics HAL is generating vsync timestamps using the correct timebase.
02-17 07:50:33.962  7746  7746 I ImeTracker: system_server:4dd12062: onCancelled at PHASE_CLIENT_ON_CONTROLS_CHANGED
02-17 07:50:35.059 26520 26520 E iostack : irqs = 775031, self-block = 0
02-17 07:50:35.136  7746  7746 D ImeBackDispatcher: Clear (mImeCallbacks.size=1)
02-17 07:50:35.136  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): android.view.ViewRootImpl$$ExternalSyntheticLambda12@8951a4b
02-17 07:50:35.136  7746  7746 D ImeBackDispatcher: switch root view (mImeCallbacks.size=0)
02-17 07:50:35.136  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): null
02-17 07:50:35.137  7746  7746 D ViewRootImpl: Skipping stats log for color mode
02-17 07:50:35.152  7746  7746 D ImeBackDispatcher: Clear (mImeCallbacks.size=0)
02-17 07:50:35.152  7746  7746 D ImeBackDispatcher: switch root view (mImeCallbacks.size=0)
02-17 07:50:35.160  7746  7767 W System  : A resource failed to call release. 
02-17 07:50:35.160  7746  7767 W System  : A resource failed to call release. 
02-17 07:50:45.299 26520 26520 E iostack : irqs = 775070, self-block = 0
02-17 07:50:55.174  7746 31078 D MediaCodecList: codecHandlesFormat: no format, so no extra checks
02-17 07:50:55.174  7746 31080 D CCodec  : allocate(c2.android.vorbis.decoder)
02-17 07:50:55.175  7746 31080 I CCodec  : setting up 'default' as default (vendor) store
02-17 07:50:55.176  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): android.view.ViewRootImpl$$ExternalSyntheticLambda12@2ce1405
02-17 07:50:55.176  7746  7895 D BufferPoolAccessor2.0: bufferpool2 0x7b00884e68 : 0(0 size) total buffers - 0(0 size) used buffers - 1/7 (recycle/alloc) - 6/24 (fetch/transfer)
02-17 07:50:55.176  7746  7895 D BufferPoolAccessor2.0: Destruction - bufferpool2 0x7b00884e68 cached: 0/0M, 0/0% in use; allocs: 7, 14% recycled; transfers: 24, 75% unfetched
02-17 07:50:55.176  7746 31080 I CCodec  : Created component [c2.android.vorbis.decoder] for [c2.android.vorbis.decoder]
02-17 07:50:55.176  7746 31080 D CCodecConfig: read media type: audio/vorbis
02-17 07:50:55.177  7746 31080 D ReflectedParamUpdater: extent() != 1 for single value type: algo.buffers.max-count.values
02-17 07:50:55.177  7746 31080 D ReflectedParamUpdater: extent() != 1 for single value type: output.subscribed-indices.values
02-17 07:50:55.177  7746 31080 D ReflectedParamUpdater: extent() != 1 for single value type: input.buffers.allocator-ids.values
02-17 07:50:55.177  7746 31080 D ReflectedParamUpdater: extent() != 1 for single value type: output.buffers.allocator-ids.values
02-17 07:50:55.177  7746 31080 D ReflectedParamUpdater: extent() != 1 for single value type: algo.buffers.allocator-ids.values
02-17 07:50:55.177  7746 31080 D ReflectedParamUpdater: extent() != 1 for single value type: output.buffers.pool-ids.values
02-17 07:50:55.177  7746 31080 D ReflectedParamUpdater: extent() != 1 for single value type: algo.buffers.pool-ids.values
02-17 07:50:55.177  7746 31080 I CCodecConfig: query failed after returning 8 values (BAD_INDEX)
02-17 07:50:55.177  7746 31080 D CCodecConfig: c2 config diff is Dict {
02-17 07:50:55.177  7746 31080 D CCodecConfig:   c2::u32 coded.bitrate.value = 64000
02-17 07:50:55.177  7746 31080 D CCodecConfig:   c2::u32 input.buffers.max-size.value = 32768
02-17 07:50:55.177  7746 31080 D CCodecConfig:   c2::u32 input.delay.value = 0
02-17 07:50:55.177  7746 31080 D CCodecConfig:   string input.media-type.value = "audio/vorbis"
02-17 07:50:55.177  7746 31080 D CCodecConfig:   c2::u32 output.large-frame.max-size = 0
02-17 07:50:55.177  7746 31080 D CCodecConfig:   c2::u32 output.large-frame.threshold-size = 0
02-17 07:50:55.177  7746 31080 D CCodecConfig:   string output.media-type.value = "audio/raw"
02-17 07:50:55.177  7746 31080 D CCodecConfig:   c2::u32 raw.channel-count.value = 1
02-17 07:50:55.177  7746 31080 D CCodecConfig:   c2::u32 raw.sample-rate.value = 48000
02-17 07:50:55.177  7746 31080 D CCodecConfig: }
02-17 07:50:55.178  7746 31080 D CCodec  : [c2.android.vorbis.decoder] buffers are bound to CCodec for this session
02-17 07:50:55.178  7746 31080 D CCodecConfig: no c2 equivalents for durationUs
02-17 07:50:55.178  7746 31080 D CCodecConfig: no c2 equivalents for track-id
02-17 07:50:55.178  7746 31080 D CCodecConfig: no c2 equivalents for csd-1
02-17 07:50:55.178  7746 31080 D CCodecConfig: no c2 equivalents for flags
02-17 07:50:55.178  7746 31080 D CCodecConfig: c2 config diff is   c2::u32 coded.bitrate.value = 96000
02-17 07:50:55.178  7746 31080 D CCodecConfig:   c2::u32 raw.sample-rate.value = 44100
02-17 07:50:55.178  7746 31080 W Codec2Client: query -- param skipped: index = 1107298332.
02-17 07:50:55.178  7746 31080 D CCodec  : encoding statistics level = 0
02-17 07:50:55.178  7746 31080 D CCodec  : setup formats input: AMessage(what = 0x00000000) = {
02-17 07:50:55.178  7746 31080 D CCodec  :   int32_t bitrate = 96000
02-17 07:50:55.178  7746 31080 D CCodec  :   int32_t channel-count = 1
02-17 07:50:55.178  7746 31080 D CCodec  :   int32_t max-input-size = 32768
02-17 07:50:55.178  7746 31080 D CCodec  :   string mime = "audio/vorbis"
02-17 07:50:55.178  7746 31080 D CCodec  :   int32_t sample-rate = 44100
02-17 07:50:55.178  7746 31080 D CCodec  : }
02-17 07:50:55.178  7746 31080 D CCodec  : setup formats output: AMessage(what = 0x00000000) = {
02-17 07:50:55.178  7746 31080 D CCodec  :   int32_t buffer-batch-max-output-size = 0
02-17 07:50:55.178  7746 31080 D CCodec  :   int32_t buffer-batch-threshold-output-size = 0
02-17 07:50:55.178  7746 31080 D CCodec  :   int32_t channel-count = 1
02-17 07:50:55.178  7746 31080 D CCodec  :   string mime = "audio/raw"
02-17 07:50:55.178  7746 31080 D CCodec  :   int32_t sample-rate = 44100
02-17 07:50:55.178  7746 31080 D CCodec  :   int32_t channel-mask = 1
02-17 07:50:55.178  7746 31080 D CCodec  :   int32_t android._config-pcm-encoding = 2
02-17 07:50:55.178  7746 31080 D CCodec  : }
02-17 07:50:55.178  7746 31080 I CCodecConfig: query failed after returning 8 values (BAD_INDEX)
02-17 07:50:55.179  7746 31080 W Codec2Client: query -- param skipped: index = 1342179345.
02-17 07:50:55.179  7746 31080 W Codec2Client: query -- param skipped: index = 2415921170.
02-17 07:50:55.179  7746 31080 D CCodecBufferChannel: [c2.android.vorbis.decoder#361] Created input block pool with allocatorID 16 => poolID 77 - OK (0)
02-17 07:50:55.180  7746 31080 I CCodecBufferChannel: [c2.android.vorbis.decoder#361] Created output block pool with allocatorID 16 => poolID 164 - OK
02-17 07:50:55.180  7746 31080 D CCodecBufferChannel: [c2.android.vorbis.decoder#361] Configured output block pool ids 164 => OK
02-17 07:50:55.189  7746 31080 D CCodecBufferChannel: [c2.android.vorbis.decoder#361] MediaCodec discarded an unknown buffer
02-17 07:50:55.190  7746 31080 D CCodecBufferChannel: [c2.android.vorbis.decoder#361] MediaCodec discarded an unknown buffer
02-17 07:50:55.190  7746 31080 D CCodecBufferChannel: [c2.android.vorbis.decoder#361] MediaCodec discarded an unknown buffer
02-17 07:50:55.190  7746 31080 I hw-BpHwBinder: onLastStrongRef automatically unlinking death recipients
02-17 07:50:55.199  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): android.view.ViewRootImpl$$ExternalSyntheticLambda12@44f5899
02-17 07:50:55.490  7746  7746 I ImeTracker: com.termux:c009b2fb: onRequestShow at ORIGIN_CLIENT reason SHOW_SOFT_INPUT fromUser false
02-17 07:50:55.490  7746  7746 I ImeTracker: com.termux:c009b2fb: onFailed at PHASE_CLIENT_VIEW_SERVED
02-17 07:50:55.491  7746  7746 W InputMethodManager: Ignoring showSoftInput() as view=com.termux.view.TerminalView{8e4485b VFED.V.L. .F....ID 0,0-1424,2728 #7f080191 app:id/terminal_view} is not served.
02-17 07:50:55.538 26520 26520 E iostack : irqs = 775605, self-block = 0
02-17 07:50:55.677  7746  7746 I ImeTracker: com.termux:c211d107: onRequestShow at ORIGIN_CLIENT reason SHOW_SOFT_INPUT fromUser false
02-17 07:50:55.677  7746  7746 I ImeTracker: com.termux:c211d107: onFailed at PHASE_CLIENT_VIEW_SERVED
02-17 07:50:55.677  7746  7746 W InputMethodManager: Ignoring showSoftInput() as view=com.termux.view.TerminalView{8e4485b VFED.V.L. .F...... 0,0-1424,2728 #7f080191 app:id/terminal_view} is not served.
02-17 07:50:55.712  7746  7746 D ImeBackDispatcher: switch root view (mImeCallbacks.size=0)
02-17 07:50:55.716  7746  7746 D InsetsController: show(ime())
02-17 07:50:55.716  7746  7746 D ImeBackDispatcher: Undo preliminary clear (mImeCallbacks.size=0)
02-17 07:50:55.716  7746  7746 D InsetsController: Setting requestedVisibleTypes to -1 (was -9)
02-17 07:50:55.730  7746  7746 D ImeBackDispatcher: Register received callback id=131072203 priority=0
02-17 07:50:55.730  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): ImeOnBackInvokedCallback@131072203 Callback=android.window.IOnBackInvokedCallback$Stub$Proxy@203fe4b
02-17 07:50:55.971  7746  7746 I ImeTracker: com.termux:f775bbb4: onShown
02-17 07:50:57.178  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): null
02-17 07:50:59.597  7746  7746 W Choreographer: Frame time is 0.174772 ms in the future!  Check that graphics HAL is generating vsync timestamps using the correct timebase.
02-17 07:51:00.178  7746  7894 D BufferPoolAccessor2.0: evictor expired: 1, evicted: 0
02-17 07:51:01.178  7746  7894 D BufferPoolAccessor2.0: bufferpool2 0x7b00843238 : 0(0 size) total buffers - 0(0 size) used buffers - 2/7 (recycle/alloc) - 5/24 (fetch/transfer)
02-17 07:51:01.178  7746  7894 D BufferPoolAccessor2.0: evictor expired: 1, evicted: 1
02-17 07:51:02.718  7746  7746 W Choreographer: Frame time is 0.091503 ms in the future!  Check that graphics HAL is generating vsync timestamps using the correct timebase.
02-17 07:51:04.823  7746  7746 D InsetsController: hide(ime())
02-17 07:51:04.823  7746  7746 D ImeBackDispatcher: Preliminary clear (mImeCallbacks.size=1)
02-17 07:51:04.824  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): android.view.ViewRootImpl$$ExternalSyntheticLambda12@2ce1405
02-17 07:51:04.824  7746  7746 D InsetsController: Setting requestedVisibleTypes to -9 (was -1)
02-17 07:51:04.825  7746  7746 D InsetsController: hide(ime())
02-17 07:51:04.825  7746  7746 I ImeTracker: org.futo.inputmethod.latin.playstore:8310e3d4: onCancelled at PHASE_CLIENT_ALREADY_HIDDEN
02-17 07:51:05.065  7746  7746 D ImeBackDispatcher: Unregister received callback id=131072203
02-17 07:51:05.074  7746  7746 I ImeTracker: system_server:e58137b: onCancelled at PHASE_CLIENT_ON_CONTROLS_CHANGED
02-17 07:51:05.779 26520 26520 E iostack : irqs = 775648, self-block = 0
02-17 07:51:16.019 26520 26520 E iostack : irqs = 775715, self-block = 0
02-17 07:51:21.611  7746  7746 W Choreographer: Frame time is 0.125572 ms in the future!  Check that graphics HAL is generating vsync timestamps using the correct timebase.
02-17 07:51:23.382  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): android.view.ViewRootImpl$$ExternalSyntheticLambda12@f2b76ee
02-17 07:51:23.393  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): android.view.ViewRootImpl$$ExternalSyntheticLambda12@758ac08
02-17 07:51:23.408  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): android.view.ViewRootImpl$$ExternalSyntheticLambda12@8b52852
02-17 07:51:23.682  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.682  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.682  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.682  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.690  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.690  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.690  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.690  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.698  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.698  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.698  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.698  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.706  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.706  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.706  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.706  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.714  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.715  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.715  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.715  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.723  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.723  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.723  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.723  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.731  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.731  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.731  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.731  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.754  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.754  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.754  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.754  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.756  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.756  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.756  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.756  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.764  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.764  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.764  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.764  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.773  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.773  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.773  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.773  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.781  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.781  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.781  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.781  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.789  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.790  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.790  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.790  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.790  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): null
02-17 07:51:23.799  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.799  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.799  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.799  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.806  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.806  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.806  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.806  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.814  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.814  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.814  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.814  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.822  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.822  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.822  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.822  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.830  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 07:51:23.830  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
